Coincidence Evaluation
03.06.98
15:38:45
scanred200
   0.00	   0.00	      0	      2	     14	      4	      8	      0	      0	     10	      7	      6	      2	      3	      3	     11	      7	      1	     78	 -0.826	  0.118	  0.667	  0.176	 -0.333	  0.243	 -0.909	  0.089	  2.735	  0.334	  2.199
   0.00	   0.00	      0	      2	     10	      3	      1	      0	      2	      6	     13	      8	      0	      5	      4	      9	      7	      2	     72	 -1.000	  0.000	  0.143	  0.265	 -0.222	  0.230	 -0.765	  0.156	  2.130	  0.384	  0.338
   0.00	   0.00	      0	      2	     15	      3	      3	      2	      1	      7	     13	      5	      0	      4	      1	      8	      7	      0	     71	 -1.000	  0.000	  0.667	  0.215	 -0.143	  0.265	 -0.765	  0.156	  2.574	  0.375	  1.531
   0.00	   0.00	      1	      3	     18	      3	      3	      0	      7	      6	      3	      0	      0	      6	      6	     12	      5	      0	     73	 -0.909	  0.089	 -0.238	  0.212	  0.500	  0.250	 -1.000	  0.000	  1.171	  0.340	 -2.441
   0.00	   0.00	      1	      4	     11	      0	      0	      1	     11	      2	      6	      1	      1	      5	      7	      8	      4	      2	     64	 -0.789	  0.141	 -0.636	  0.164	  0.800	  0.190	 -0.538	  0.234	 -0.108	  0.371	 -5.686
   0.00	   0.00	      2	      4	      4	      0	      1	      1	      9	      6	      7	      0	      4	      9	      8	      9	      1	      1	     66	 -0.294	  0.232	 -0.789	  0.141	  1.000	  0.000	 -0.765	  0.156	 -0.731	  0.313	 -8.723
   0.00	   0.00	      6	      3	      9	      0	      0	      5	      7	      7	      1	      2	      6	      6	      9	      2	      1	      2	     66	  0.091	  0.212	 -0.882	  0.114	  0.636	  0.233	 -0.125	  0.248	 -1.485	  0.417	 -8.360
   0.00	   0.00	      4	      4	      4	      1	      0	      6	     13	      4	      2	      1	      6	      3	      7	      2	      0	      4	     61	  0.250	  0.242	 -1.000	  0.000	  0.556	  0.277	  0.250	  0.242	 -2.056	  0.440	 -9.208
   0.00	   0.00	      6	      9	      3	      1	      1	      4	     13	      2	      2	      3	      8	      8	      7	      2	      2	      2	     73	  0.474	  0.202	 -0.739	  0.140	  0.619	  0.171	  0.200	  0.310	 -2.032	  0.431	 -9.351
   0.00	   0.00	      9	      4	      6	      0	      1	      4	     11	      0	      4	      0	     17	      6	     11	      0	      1	      5	     79	  0.444	  0.149	 -0.833	  0.113	  1.000	  0.000	  1.000	  0.000	 -3.278	  0.187	-28.202
   0.00	   0.00	     11	      5	      2	      2	      0	      5	      7	      0	      1	      2	      7	     12	      3	      0	      4	      5	     66	  0.714	  0.153	 -0.429	  0.241	  0.619	  0.171	  1.000	  0.000	 -2.762	  0.333	-14.293
   0.00	   0.00	     11	      2	      0	      1	      2	      4	      6	      1	      0	      3	     13	      4	      7	      0	      4	     11	     69	  1.000	  0.000	 -0.368	  0.213	  0.200	  0.310	  0.875	  0.121	 -2.443	  0.395	-11.245
   0.00	   0.00	      4	      4	      0	      3	      8	     11	      6	      0	      0	      5	      8	      6	      3	      0	      3	      3	     64	  1.000	  0.000	  0.100	  0.222	  0.111	  0.234	  1.000	  0.000	 -2.011	  0.323	-12.416
   0.00	   0.00	     10	      2	      0	      3	      7	      8	      7	      0	      0	      7	     10	      4	      3	      0	      3	      8	     72	  1.000	  0.000	  0.000	  0.224	 -0.250	  0.242	  1.000	  0.000	 -1.750	  0.330	-11.380
   0.00	   0.00	      6	      1	      3	      6	      8	      7	      0	      0	      0	      7	     14	      0	      1	      0	      4	      7	     64	  0.739	  0.140	  0.846	  0.148	 -0.857	  0.138	  1.000	  0.000	 -0.036	  0.246	 -8.275
   0.00	   0.00	      5	      1	      1	      6	      7	      6	      0	      1	      1	      5	      3	      1	      0	      2	      9	      3	     51	  0.600	  0.253	  1.000	  0.000	 -0.692	  0.200	  0.500	  0.250	  0.592	  0.408	 -3.449
   0.00	   0.00	      7	      1	      5	      2	     11	      4	      0	      1	      5	      5	     12	      0	      0	      4	     15	      4	     76	  0.310	  0.177	  1.000	  0.000	 -0.750	  0.234	  0.231	  0.270	  1.209	  0.398	 -1.986
   0.00	   0.00	      0	      0	      3	      5	      9	      4	      0	      3	      4	      9	      9	      1	      0	      4	     10	      2	     63	  0.125	  0.248	  1.000	  0.000	 -0.867	  0.129	 -0.077	  0.277	  1.819	  0.393	 -0.461
   0.00	   0.00	      0	      0	      0	      0	      0	      0	      0	      1	      0	      0	      0	      0	      0	      0	      0	      1	      2	    NaN	    NaN	    NaN	    NaN	    NaN	    NaN	  0.000	  0.707	    NaN	    NaN	    NaN
   0.00	   0.00	      0	      2	     10	      7	      9	      2	      1	      9	     10	      3	      4	      3	      1	      3	     11	      4	     79	 -0.667	  0.152	  0.818	  0.123	 -0.333	  0.243	 -0.333	  0.222	  2.152	  0.383	  0.395
